ID,Response
51263,0.72650856
51264,0.72650856
51265,0.72650856
51266,0.72650856
51267,0.72650856
51268,0.72650856
51269,0.7589765
51270,0.72650856
51271,0.72650856
51272,0.7393616
51273,0.72650856
51274,0.72650856
51275,0.7589765
51276,0.7666213
51277,0.72650856
51278,0.7839516
51279,0.7393616
51280,0.7839516
51281,0.72650856
51282,0.7393616
51283,0.72650856
51284,0.72650856
51285,0.7079168
51286,0.7589765
51287,0.7484532
51288,0.6938534
51289,0.7079168
51290,0.72650856
51291,0.7589765
51292,0.7393616
51293,0.7589765
51294,0.73991024
51295,0.7393616
51296,0.72650856
51297,0.72650856
51298,0.7589765
51299,0.7079168
51300,0.72650856
51301,0.7079168
51302,0.73991024
51303,0.73674446
51304,0.72650856
51305,0.7589765
51306,0.72650856
51307,0.7589765
51308,0.73991024
51309,0.72650856
51310,0.72650856
51311,0.7393616
51312,0.7079168
51313,0.72650856
51314,0.7839516
51315,0.72650856
51316,0.7079168
51317,0.6938534
51318,0.7393616
51319,0.72650856
51320,0.72650856
51321,0.7589765
51322,0.72650856
51323,0.72650856
51324,0.7393616
51325,0.72650856
51326,0.7589765
51327,0.7589765
51328,0.7393616
51329,0.72650856
51330,0.72650856
51331,0.72650856
51332,0.73674446
51333,0.72650856
51334,0.72650856
51335,0.6938534
51336,0.7079168
51337,0.7079168
51338,0.7079168
51339,0.6938534
51340,0.73674446
51341,0.7079168
51342,0.7589765
51343,0.7589765
51344,0.7666213
51345,0.72650856
51346,0.72650856
51347,0.72650856
51348,0.7079168
51349,0.72650856
51350,0.7079168
51351,0.7079168
51352,0.7839516
51353,0.7589765
51354,0.72650856
51355,0.72650856
51356,0.72650856
51357,0.7839516
51358,0.72650856
51359,0.72650856
51360,0.72650856
51361,0.7393616
51362,0.72650856
51363,0.72650856
51364,0.72650856
51365,0.72650856
51366,0.7839516
51367,0.7589765
51368,0.7393616
51369,0.7589765
51370,0.723527
51371,0.7589765
51372,0.7589765
51373,0.7079168
51374,0.7393616
51375,0.72650856
51376,0.7589765
51377,0.7589765
51378,0.72650856
51379,0.72650856
51380,0.72650856
51381,0.7589765
51382,0.7589765
51383,0.7589765
51384,0.72650856
51385,0.723527
51386,0.7393616
51387,0.72650856
51388,0.72650856
51389,0.7589765
51390,0.7589765
51391,0.7666213
51392,0.72650856
51393,0.72650856
51394,0.7393616
51395,0.6938534
51396,0.72650856
51397,0.72650856
51398,0.7079168
51399,0.72650856
51400,0.72650856
51401,0.72650856
51402,0.6938534
51403,0.72650856
51404,0.72650856
51405,0.7589765
51406,0.7589765
51407,0.7589765
51408,0.72650856
51409,0.7589765
51410,0.7079168
51411,0.7589765
51412,0.72650856
51413,0.7589765
51414,0.72650856
51415,0.7839516
51416,0.72650856
51417,0.72650856
51418,0.72650856
51419,0.72650856
51420,0.73991024
51421,0.72650856
51422,0.72650856
51423,0.73991024
51424,0.7589765
51425,0.72650856
51426,0.723527
51427,0.72650856
51428,0.72650856
51429,0.72650856
51430,0.7079168
51431,0.7484532
51432,0.73991024
51433,0.7589765
51434,0.72650856
51435,0.72650856
51436,0.7839516
51437,0.7589765
51438,0.73991024
51439,0.72650856
51440,0.7484532
51441,0.72650856
51442,0.7589765
51443,0.72650856
51444,0.6938534
51445,0.72650856
51446,0.7079168
51447,0.72650856
51448,0.7589765
51449,0.7589765
51450,0.7393616
51451,0.6938534
51452,0.7589765
51453,0.7919255
51454,0.7666213
51455,0.72650856
51456,0.7393616
51457,0.7393616
51458,0.7666213
51459,0.7839516
51460,0.72650856
51461,0.72650856
51462,0.72650856
51463,0.72650856
51464,0.7839516
51465,0.7589765
51466,0.7589765
51467,0.72650856
51468,0.7589765
51469,0.7393616
51470,0.74589604
51471,0.7839516
51472,0.72650856
51473,0.7589765
51474,0.72650856
51475,0.7589765
51476,0.7666213
51477,0.7393616
51478,0.72650856
51479,0.72650856
51480,0.72650856
51481,0.72650856
51482,0.72650856
51483,0.7393616
51484,0.7589765
51485,0.7589765
51486,0.7589765
51487,0.72650856
51488,0.7079168
51489,0.72650856
51490,0.7589765
51491,0.72650856
51492,0.7484532
51493,0.7589765
51494,0.72650856
51495,0.72650856
51496,0.72650856
51497,0.7589765
51498,0.72650856
51499,0.7839516
51500,0.72650856
51501,0.72650856
51502,0.73991024
51503,0.7589765
51504,0.7589765
51505,0.7589765
51506,0.72650856
51507,0.72650856
51508,0.72650856
51509,0.72650856
51510,0.72650856
51511,0.7393616
51512,0.7589765
51513,0.72650856
51514,0.72650856
51515,0.72650856
51516,0.7589765
51517,0.7589765
51518,0.72650856
51519,0.7589765
51520,0.72650856
51521,0.7079168
51522,0.72650856
51523,0.72650856
51524,0.7393616
51525,0.72650856
51526,0.72650856
51527,0.7589765
51528,0.7589765
51529,0.72650856
51530,0.7589765
51531,0.7589765
51532,0.72650856
51533,0.72650856
51534,0.7079168
51535,0.72650856
51536,0.72650856
51537,0.7079168
51538,0.72650856
51539,0.72650856
51540,0.7589765
51541,0.72650856
51542,0.7589765
51543,0.7589765
51544,0.7079168
51545,0.72650856
51546,0.72650856
51547,0.72650856
51548,0.7393616
51549,0.72650856
51550,0.7589765
51551,0.72650856
51552,0.72650856
51553,0.73991024
51554,0.72650856
51555,0.72650856
51556,0.7589765
51557,0.7079168
51558,0.7589765
51559,0.72650856
51560,0.72650856
51561,0.7589765
51562,0.7589765
51563,0.72650856
51564,0.7079168
51565,0.7589765
51566,0.7484532
51567,0.72650856
51568,0.7589765
51569,0.73991024
51570,0.7393616
51571,0.7589765
51572,0.7393616
51573,0.72650856
51574,0.72650856
51575,0.73674446
51576,0.7839516
51577,0.73991024
51578,0.72650856
51579,0.73991024
51580,0.72650856
51581,0.7589765
51582,0.7589765
51583,0.72650856
51584,0.72650856
51585,0.72650856
51586,0.7589765
51587,0.72650856
51588,0.72650856
51589,0.72650856
51590,0.72650856
51591,0.6938534
51592,0.7393616
51593,0.7589765
51594,0.7589765
51595,0.72650856
51596,0.7589765
51597,0.7079168
51598,0.72650856
51599,0.7589765
51600,0.72650856
51601,0.7589765
51602,0.72650856
51603,0.7484532
51604,0.72650856
51605,0.72650856
51606,0.7079168
51607,0.7079168
51608,0.72650856
51609,0.72650856
51610,0.72650856
51611,0.7589765
51612,0.7919255
51613,0.7393616
51614,0.72650856
51615,0.7589765
51616,0.72650856
51617,0.7589765
51618,0.72650856
51619,0.72650856
51620,0.72650856
51621,0.72650856
51622,0.7393616
51623,0.7589765
51624,0.72650856
51625,0.72650856
51626,0.72650856
51627,0.72650856
51628,0.72650856
51629,0.7589765
51630,0.72650856
51631,0.7589765
51632,0.72650856
51633,0.7393616
51634,0.7484532
51635,0.7393616
51636,0.7393616
51637,0.7666213
51638,0.72650856
51639,0.7589765
51640,0.7079168
51641,0.7079168
51642,0.72650856
51643,0.72650856
51644,0.7589765
51645,0.72650856
51646,0.7589765
51647,0.72650856
51648,0.7393616
51649,0.72650856
51650,0.7393616
51651,0.72650856
51652,0.7589765
51653,0.73991024
51654,0.72650856
51655,0.7589765
51656,0.72650856
51657,0.74589604
51658,0.72650856
51659,0.7839516
51660,0.7589765
51661,0.72650856
51662,0.7839516
51663,0.7589765
51664,0.72650856
51665,0.7393616
51666,0.7393616
51667,0.7839516
51668,0.7079168
51669,0.7589765
51670,0.7589765
51671,0.7079168
51672,0.7839516
51673,0.73674446
51674,0.72650856
51675,0.7393616
51676,0.72650856
51677,0.72650856
51678,0.7589765
51679,0.72650856
51680,0.7589765
51681,0.7393616
51682,0.7589765
51683,0.72650856
51684,0.72650856
51685,0.72650856
51686,0.7079168
51687,0.73991024
51688,0.72650856
51689,0.72650856
51690,0.72650856
51691,0.7589765
51692,0.7589765
51693,0.7589765
51694,0.72650856
51695,0.72650856
51696,0.7589765
51697,0.72650856
51698,0.7393616
51699,0.7589765
51700,0.7589765
51701,0.7589765
51702,0.73674446
51703,0.72650856
51704,0.72650856
51705,0.72650856
51706,0.72650856
51707,0.7079168
51708,0.72650856
51709,0.72650856
51710,0.72650856
51711,0.7393616
51712,0.7393616
51713,0.72650856
51714,0.7589765
51715,0.7589765
51716,0.7393616
51717,0.7589765
51718,0.7393616
51719,0.7079168
51720,0.72650856
51721,0.7393616
51722,0.7589765
51723,0.72650856
51724,0.7839516
51725,0.7666213
51726,0.72650856
51727,0.7079168
51728,0.72650856
51729,0.7589765
51730,0.72650856
51731,0.7919255
51732,0.7839516
51733,0.7589765
51734,0.7079168
51735,0.7589765
51736,0.7393616
51737,0.72650856
51738,0.72650856
51739,0.7589765
51740,0.6938534
51741,0.72650856
51742,0.6938534
51743,0.72650856
51744,0.7079168
51745,0.72650856
51746,0.7393616
51747,0.72650856
51748,0.72650856
51749,0.72650856
51750,0.72650856
51751,0.72650856
51752,0.72650856
51753,0.72650856
51754,0.7393616
51755,0.7839516
51756,0.7589765
51757,0.7393616
51758,0.7666213
51759,0.7589765
51760,0.72650856
51761,0.72650856
51762,0.7589765
51763,0.72650856
51764,0.72650856
51765,0.72650856
51766,0.7589765
51767,0.72650856
51768,0.7079168
51769,0.72650856
51770,0.72650856
51771,0.7393616
51772,0.7589765
51773,0.7393616
51774,0.74589604
51775,0.72650856
51776,0.7839516
51777,0.72650856
51778,0.7079168
51779,0.7589765
51780,0.7484532
51781,0.72650856
51782,0.72650856
51783,0.72650856
51784,0.7839516
51785,0.72650856
51786,0.72650856
51787,0.7393616
51788,0.7079168
51789,0.7079168
51790,0.72650856
51791,0.7589765
51792,0.72650856
51793,0.72650856
51794,0.7393616
51795,0.7839516
51796,0.72650856
51797,0.7079168
51798,0.7589765
51799,0.72650856
51800,0.7589765
51801,0.72650856
51802,0.72650856
51803,0.72650856
51804,0.7079168
51805,0.72650856
51806,0.7589765
51807,0.7484532
51808,0.72650856
51809,0.7589765
51810,0.7393616
51811,0.72650856
51812,0.72650856
51813,0.7393616
51814,0.73674446
51815,0.72650856
51816,0.7589765
51817,0.72650856
51818,0.72650856
51819,0.6938534
51820,0.72650856
51821,0.7079168
51822,0.72650856
51823,0.72650856
51824,0.72650856
51825,0.72650856
51826,0.72650856
51827,0.7079168
51828,0.72650856
51829,0.7393616
51830,0.72650856
51831,0.72650856
51832,0.74589604
51833,0.7484532
51834,0.7079168
51835,0.7589765
51836,0.7393616
51837,0.7589765
51838,0.72650856
51839,0.72650856
51840,0.72650856
51841,0.7079168
51842,0.7393616
51843,0.72650856
51844,0.72650856
51845,0.72650856
51846,0.7079168
51847,0.72650856
51848,0.7079168
51849,0.7589765
51850,0.72650856
51851,0.7589765
51852,0.7079168
51853,0.72650856
51854,0.7393616
51855,0.723527
51856,0.7589765
51857,0.72650856
51858,0.6938534
51859,0.72650856
51860,0.72650856
51861,0.7589765
51862,0.72650856
51863,0.72650856
51864,0.7666213
51865,0.7079168
51866,0.7589765
51867,0.7589765
51868,0.72650856
51869,0.72650856
51870,0.7919255
51871,0.72650856
51872,0.7079168
51873,0.7839516
51874,0.72650856
51875,0.72650856
51876,0.72650856
51877,0.72650856
51878,0.72650856
51879,0.72650856
51880,0.7589765
51881,0.72650856
51882,0.72650856
51883,0.72650856
51884,0.7079168
51885,0.7919255
51886,0.72650856
51887,0.7393616
51888,0.7589765
51889,0.7484532
51890,0.7393616
51891,0.72650856
51892,0.72650856
51893,0.72650856
51894,0.7589765
51895,0.72650856
51896,0.72650856
51897,0.72650856
51898,0.7589765
51899,0.72650856
51900,0.7079168
51901,0.7589765
51902,0.7393616
51903,0.72650856
51904,0.7589765
51905,0.72650856
51906,0.72650856
51907,0.72650856
51908,0.72650856
51909,0.7393616
51910,0.72650856
51911,0.72650856
51912,0.7079168
51913,0.7079168
51914,0.7393616
51915,0.72650856
51916,0.72650856
51917,0.72650856
51918,0.72650856
51919,0.7079168
51920,0.7589765
51921,0.72650856
51922,0.73991024
51923,0.7484532
51924,0.7079168
51925,0.72650856
51926,0.73674446
51927,0.7589765
51928,0.7589765
51929,0.7393616
51930,0.7589765
51931,0.7589765
51932,0.72650856
51933,0.72650856
51934,0.72650856
51935,0.72650856
51936,0.7393616
51937,0.72650856
51938,0.7589765
51939,0.7079168
51940,0.7393616
51941,0.7589765
51942,0.7589765
51943,0.7484532
51944,0.7589765
51945,0.7589765
51946,0.7079168
51947,0.7589765
51948,0.7589765
51949,0.72650856
51950,0.72650856
51951,0.72650856
51952,0.72650856
51953,0.72650856
51954,0.72650856
51955,0.7589765
51956,0.7839516
51957,0.72650856
51958,0.7589765
51959,0.72650856
51960,0.72650856
51961,0.7393616
51962,0.7079168
51963,0.7079168
51964,0.7393616
51965,0.72650856
51966,0.7079168
51967,0.7589765
51968,0.7079168
51969,0.72650856
51970,0.7393616
51971,0.72650856
51972,0.72650856
51973,0.7666213
51974,0.7589765
51975,0.72650856
51976,0.7079168
51977,0.6938534
51978,0.72650856
51979,0.7589765
51980,0.72650856
51981,0.6938534
51982,0.72650856
51983,0.7589765
51984,0.73674446
51985,0.7079168
51986,0.72650856
51987,0.6938534
51988,0.7589765
51989,0.72650856
51990,0.72650856
51991,0.73674446
51992,0.7589765
51993,0.72650856
51994,0.7079168
51995,0.72650856
51996,0.72650856
51997,0.72650856
51998,0.7393616
51999,0.74258965
52000,0.7839516
52001,0.72650856
52002,0.72650856
52003,0.73991024
52004,0.7589765
52005,0.7079168
52006,0.73991024
52007,0.7589765
52008,0.7666213
52009,0.74589604
52010,0.7393616
52011,0.73991024
52012,0.72650856
52013,0.7393616
52014,0.72650856
52015,0.7589765
52016,0.723527
52017,0.7484532
52018,0.73991024
52019,0.72650856
52020,0.7589765
52021,0.72650856
52022,0.72650856
52023,0.7839516
52024,0.72650856
52025,0.7393616
52026,0.7393616
52027,0.72650856
52028,0.7589765
52029,0.72650856
52030,0.73991024
52031,0.72650856
52032,0.7079168
52033,0.7589765
52034,0.72650856
52035,0.72650856
52036,0.7589765
52037,0.72650856
52038,0.73991024
52039,0.7589765
52040,0.7589765
52041,0.72650856
52042,0.7589765
52043,0.72650856
52044,0.7393616
52045,0.72650856
52046,0.72650856
52047,0.6938534
52048,0.72650856
52049,0.72650856
52050,0.72650856
52051,0.73991024
52052,0.7079168
52053,0.72650856
52054,0.72650856
52055,0.72650856
52056,0.72650856
52057,0.7079168
52058,0.72650856
52059,0.72650856
52060,0.7393616
52061,0.7589765
52062,0.7079168
52063,0.7839516
52064,0.7839516
52065,0.72650856
52066,0.7589765
52067,0.74589604
52068,0.72650856
52069,0.72650856
52070,0.72650856
52071,0.7589765
52072,0.72650856
52073,0.7079168
52074,0.72650856
52075,0.7589765
52076,0.72650856
52077,0.72650856
52078,0.72650856
52079,0.7079168
52080,0.72650856
52081,0.72650856
52082,0.72650856
52083,0.7393616
52084,0.72650856
52085,0.72650856
52086,0.7079168
52087,0.7589765
52088,0.7484532
52089,0.72650856
52090,0.73674446
52091,0.7393616
52092,0.6938534
52093,0.7079168
52094,0.7589765
52095,0.7589765
52096,0.7079168
52097,0.7839516
52098,0.7589765
52099,0.6938534
52100,0.7079168
52101,0.72650856
52102,0.72650856
52103,0.7079168
52104,0.7589765
52105,0.7079168
52106,0.7589765
52107,0.72650856
52108,0.72650856
52109,0.7079168
52110,0.7839516
52111,0.7393616
52112,0.72650856
52113,0.7393616
52114,0.7589765
52115,0.72650856
52116,0.72650856
52117,0.7393616
52118,0.72650856
52119,0.72650856
52120,0.72650856
52121,0.7393616
52122,0.73674446
52123,0.7079168
52124,0.7393616
52125,0.7079168
52126,0.7666213
52127,0.7589765
52128,0.7839516
52129,0.72650856
52130,0.72650856
52131,0.72650856
52132,0.7589765
52133,0.72650856
52134,0.7393616
52135,0.7589765
52136,0.7079168
52137,0.72650856
52138,0.72650856
52139,0.7393616
52140,0.72650856
52141,0.73991024
52142,0.73991024
52143,0.7589765
52144,0.72650856
52145,0.73674446
52146,0.72650856
52147,0.7079168
52148,0.7484532
52149,0.7079168
52150,0.72650856
52151,0.7839516
52152,0.7079168
52153,0.7393616
52154,0.7079168
52155,0.72650856
52156,0.7589765
52157,0.73674446
52158,0.7839516
52159,0.7589765
52160,0.72650856
52161,0.72650856
52162,0.72650856
52163,0.72650856
52164,0.7393616
52165,0.72650856
52166,0.7666213
52167,0.72650856
52168,0.72650856
52169,0.7589765
52170,0.6938534
52171,0.7589765
52172,0.72650856
52173,0.7589765
52174,0.6938534
52175,0.72650856
52176,0.7393616
52177,0.7079168
52178,0.72650856
52179,0.72650856
52180,0.7589765
52181,0.72650856
52182,0.7488898
52183,0.7839516
52184,0.72650856
52185,0.72650856
52186,0.73674446
52187,0.7393616
52188,0.72650856
52189,0.7589765
52190,0.72650856
52191,0.7589765
52192,0.72650856
52193,0.7589765
52194,0.7079168
52195,0.72650856
52196,0.72650856
52197,0.7079168
52198,0.73991024
52199,0.6938534
52200,0.72650856
52201,0.7589765
52202,0.72650856
52203,0.72650856
52204,0.72650856
52205,0.72650856
52206,0.72650856
52207,0.72650856
52208,0.7919255
52209,0.72650856
52210,0.72650856
52211,0.72650856
52212,0.72650856
52213,0.7393616
52214,0.6938534
52215,0.72650856
52216,0.7393616
52217,0.74589604
52218,0.7393616
52219,0.7393616
52220,0.7839516
52221,0.7589765
52222,0.72650856
52223,0.7393616
52224,0.7589765
52225,0.72650856
52226,0.73991024
52227,0.7484532
52228,0.72650856
52229,0.72650856
52230,0.72650856
52231,0.72650856
52232,0.7589765
52233,0.73991024
52234,0.7079168
52235,0.7839516
52236,0.7393616
52237,0.7589765
52238,0.72650856
52239,0.72650856
52240,0.7393616
52241,0.7484532
52242,0.72650856
52243,0.72650856
52244,0.7589765
52245,0.7079168
52246,0.73674446
52247,0.7589765
52248,0.7079168
52249,0.72650856
52250,0.7393616
52251,0.7589765
52252,0.72650856
52253,0.7589765
52254,0.73674446
52255,0.7488898
52256,0.72650856
52257,0.72650856
52258,0.72650856
52259,0.72650856
52260,0.72650856
52261,0.72650856
52262,0.72650856
52263,0.72650856
52264,0.72650856
52265,0.72650856
52266,0.7589765
52267,0.72650856
52268,0.7839516
52269,0.7589765
52270,0.72650856
52271,0.7589765
52272,0.7393616
52273,0.72650856
52274,0.72650856
52275,0.72650856
52276,0.72650856
52277,0.73991024
52278,0.72650856
52279,0.74589604
52280,0.72650856
52281,0.7393616
52282,0.72650856
52283,0.73991024
52284,0.72650856
52285,0.72650856
52286,0.72650856
52287,0.72650856
52288,0.6938534
52289,0.7393616
52290,0.72650856
52291,0.72650856
52292,0.72650856
52293,0.73991024
52294,0.7393616
52295,0.7589765
52296,0.7393616
52297,0.72650856
52298,0.7589765
52299,0.72650856
52300,0.7839516
52301,0.6938534
52302,0.723527
52303,0.7589765
52304,0.72650856
52305,0.72650856
52306,0.7393616
52307,0.7393616
52308,0.7589765
52309,0.72650856
52310,0.7589765
52311,0.7079168
52312,0.7393616
52313,0.7079168
52314,0.72650856
52315,0.72650856
52316,0.73674446
52317,0.72650856
52318,0.72650856
52319,0.73991024
52320,0.72650856
52321,0.72650856
52322,0.72650856
52323,0.72650856
52324,0.7839516
52325,0.72650856
52326,0.7079168
52327,0.7589765
52328,0.7393616
52329,0.7079168
52330,0.73674446
52331,0.7079168
52332,0.72650856
52333,0.7919255
52334,0.72650856
52335,0.72650856
52336,0.72650856
52337,0.72650856
52338,0.7589765
52339,0.7079168
52340,0.7589765
52341,0.72650856
52342,0.7079168
52343,0.7589765
52344,0.72650856
52345,0.7839516
52346,0.72650856
52347,0.72650856
52348,0.72650856
52349,0.72650856
52350,0.7589765
52351,0.7079168
52352,0.7393616
52353,0.6938534
52354,0.7079168
52355,0.72650856
52356,0.7589765
52357,0.73991024
52358,0.72650856
52359,0.72650856
52360,0.7393616
52361,0.73674446
52362,0.7589765
52363,0.7079168
52364,0.72650856
52365,0.72650856
52366,0.7589765
52367,0.7589765
52368,0.6938534
52369,0.72650856
52370,0.7484532
52371,0.7079168
52372,0.72650856
52373,0.72650856
52374,0.7589765
52375,0.7079168
52376,0.7589765
52377,0.72650856
52378,0.72650856
52379,0.72650856
52380,0.72650856
52381,0.72650856
52382,0.7589765
52383,0.7393616
52384,0.7079168
52385,0.72650856
52386,0.7589765
52387,0.72650856
52388,0.72650856
52389,0.72650856
52390,0.7079168
52391,0.7079168
52392,0.7839516
52393,0.7079168
52394,0.72650856
52395,0.7589765
52396,0.72650856
52397,0.7589765
52398,0.7079168
52399,0.7839516
52400,0.7589765
52401,0.7484532
52402,0.72650856
52403,0.7589765
52404,0.72650856
52405,0.7589765
52406,0.7589765
52407,0.72650856
52408,0.72650856
52409,0.7589765
52410,0.7589765
52411,0.72650856
52412,0.72650856
52413,0.7393616
52414,0.72650856
52415,0.6938534
52416,0.73674446
52417,0.72650856
52418,0.72650856
52419,0.7079168
52420,0.7589765
52421,0.7589765
52422,0.72650856
52423,0.72650856
52424,0.72650856
52425,0.72650856
52426,0.72650856
52427,0.72650856
52428,0.72650856
52429,0.7589765
52430,0.72650856
52431,0.7589765
52432,0.72650856
52433,0.72650856
52434,0.7589765
52435,0.72650856
52436,0.7589765
